,composition_name,bulk_mod,num_atoms,volume,density,spacegroup,spacegroup_num
996,Ce2Pd9Sb3,128.80111210451346,28,531.4161047508121,10.019752797727676,Cmcm,63
997,O14Rb2Te2U3,100.56213786416806,21,395.95194761009475,5.721225870053438,P-1,2
998,Co4Si14Tm5,142.94928238255557,46,731.491558576251,6.690362227971251,P2_1/c,14
999,B3Mg5Nb1O12,155.3292294570209,84,854.8424272255796,3.4099360014830196,Pnma,62
1000,Na6P4Pb3S16,42.261729083635025,29,695.9268485240042,3.3321017560061628,R3m,160
1001,Ba3O23Si4Ta6,126.63133238732627,36,556.038433844443,5.907038486401044,P-62m,189
1002,Eu2O7Ta2,186.8419257817077,22,311.28535924692943,8.298493506217564,Cmcm,63
1003,F4K1Tm1,90.97974101116384,108,1734.098130373446,4.895603289399589,P3_2,145
1004,Ba1Cl2Hg2O2,52.29059331832607,28,644.1561321866062,6.613858339360985,P4/mbm,127
1005,H7N1O13P3Ti2,118.55823801952343,104,1008.7502992256789,2.7504264850311224,P2_13,198
1006,H4I4K2O14Zn1,60.86727795208312,25,368.30862812089794,3.964131208257614,C2,5
1007,H12Na5O16P3,67.47881573954177,72,783.8892267771029,2.0164665962178683,P-1,2
1008,Co1P3,117.26072179281864,16,230.13905433902332,4.382746750446,Im-3,204
1009,Ba1Cl2,37.120891179419395,9,273.49039226702985,3.7929562562224155,P-62m,189
1010,La4Mo7O27,114.16456927249142,152,2471.522681767024,4.459020604113554,Pca2_1,29
1011,Mo2O11Pb1Se2,70.71901454269906,32,507.6305729621811,4.795472302455827,P-1,2
1012,B1O3Y1,155.7077353714658,10,121.2254944061883,4.0467826087455565,Ama2,40
1013,As2Ge5Te8,37.979415142918874,15,415.5849328838693,6.128726895761859,C2/m,12
1014,H24Ca12O40Si8,97.33017219751886,42,439.6126658015261,2.5870320315231106,Cc,9
1015,Mo33Rb8S37,73.74231207491717,156,3538.637421568005,4.726538335160504,R-3c,167
1016,Pt3Si1,232.03311359564105,16,242.83005008036034,16.776686071987093,Pnma,62
1017,C1Ga1N1Si1,151.07104673113548,8,89.79173014963409,4.579881556224648,Pmn2_1,31
1018,Ba8O22V7,92.38359539106312,37,584.97230544815,5.130012220405474,R-3m,166
1019,Ba1Cu10P4,113.6320508115319,30,433.0923336984452,6.876019061836566,C2/m,12
1020,C2H10N4Ni1O6,93.30671649530186,46,401.1717050570287,2.0267075257745235,C2/c,15
1021,Cl14O8P4V2,31.542555020719384,28,721.8274145883923,1.955660801857065,P-1,2
1022,H4Li1N1O4S1,72.61069076597428,88,866.3553399403825,1.8560058217735227,P2_1/c,14
1023,H3B4Bi1O9,116.02757512030274,34,373.8844278176149,3.5463274228310486,P1,1
1024,H4Fe1K1O14P4,83.93169448339145,96,1181.8687416456814,2.5113831929199435,P-1,2
1025,Ba1O1S1Zn1,66.11719703328829,8,161.26306331513743,5.165024817928211,Cmcm,63
1026,Te1Tl1,30.921981262743607,64,2176.9764814111313,8.103293628623124,P4_2/nmc,137
1027,K3O3S1V1,40.92573795055348,16,347.6751961969855,2.371818240306947,P2_1/m,11
1028,As4Ba2Fe2O1Ti2,59.85192116066558,11,241.48057304832167,5.485815852996942,I4/mmm,139
1029,Cu1O6Sr1Te2,84.07742637253241,120,2014.4988979466818,4.96913088396049,P4_132,213
1030,H4Cr2K2O10Zn1,65.24887607670374,38,493.16501701973124,2.771960615712618,C2/c,15
1031,H16As1Li3O8S4,53.79040241068952,128,1429.2455011764773,1.7108019546839994,P2/c,13
1032,Ba2Ge4Ir4Mg1,94.4587413917418,22,472.40473560728964,9.54967006485177,Cmcm,63
1033,B3Cr5,239.2988799827892,16,147.4228214489032,6.587365993663821,I4/mcm,140
1034,C4H16Ag1N2Na1O10S4,60.387697452791,152,1812.046137574448,1.8741811303134779,Pnna,52
1035,O13V7,163.93966715249155,40,426.1511255075729,4.399902164096702,P-1,2
1036,H8F1N2O3P1,76.61857865230411,60,560.833826958055,1.587570101137424,Pna2_1,33
1037,B2Bi2O7Sr1,125.05613339361763,72,975.9113293378084,6.525680446826465,P6_3/m,176
1038,C1H7F5N4Zr1,77.97875061714309,72,777.9392169731128,2.231094424339462,Pnma,62
1039,Ca2Li1Nb3O10,121.03619636096431,64,845.526274640637,4.130579050097572,Pc,7
1040,H8K1N4Y1,51.565305816115874,28,326.6042171873497,1.953314471318325,C2/c,15
1041,C5H8Ag1F3O2S2,61.03387055972636,84,1078.1314997575228,2.0275772781050896,Pca2_1,29
1042,C13H40La1N9O19,60.16971917715646,328,3717.429393291399,1.367606320686858,P2_1/c,14
1043,C3Cl1F3O2S2,46.11965442316612,44,832.3522042557792,1.7923768294145241,P2_1/c,14
1044,C2F5O4Rb1Sb2,67.54591776363029,56,948.0286275409363,3.587208281784647,P2_12_12_1,19
1045,N1,37.538932518741646,4,88.074240584006,1.0563212303584673,P4_2/mnm,136
1046,Al1Bi2Br1Cl4Se2,28.626347192892617,20,597.3526373486606,4.584375992026389,P-1,2
1047,Fe6Na2O20Si6,128.78002367608295,68,768.334151739168,3.758579874117397,P-1,2
1048,C6H4Na4Np2O18,93.60806348973101,34,449.7325855212175,3.433984636923964,P-1,2
1049,B4Li6O9,97.58096053385192,76,743.417175714713,2.044998864481265,P2_1/c,14
1050,F43Sb11,56.97359434431597,108,1778.4542601257058,4.026649529690894,P2_1/c,14
1051,Fe1Ga6Ge6Tb4,106.69621930160919,17,318.4029025396765,8.061282519486458,Im-3m,229
1052,H38Ca2O46V10,84.76156735308214,96,975.9685810885021,2.3204825917919556,P-1,2
1053,H8Cl6Cs3O4V1,34.30264770201328,22,462.49195172883725,2.6369351629721836,Immm,71
1054,Bi4Cs2Se7,28.64732424189824,26,900.1931826347948,6.10376321303168,P2_1/m,11
1055,Si7Yb4,75.25110676562076,22,470.06434286415987,6.279217866347718,P2_1/m,11
1056,Ge2K6O7,46.22472493347263,30,573.6968907277368,2.847364374872533,Pc,7
1057,Bi1La1O1Se2,66.81975486356916,10,256.14354556755006,6.765566035036036,P4/nmm,129
1058,Cl2Cu1K2O4S1,44.54709935134113,40,807.2698829939392,2.5400526822369494,Pnma,62
1059,C12H36Br4P4Tc2,49.64634647763122,116,1513.6943202659818,1.7989338457424007,C2/c,15
1060,Ba3Nb5O15,127.95305438679438,46,665.3781640168284,5.5727658171673005,P4/mbm,127
1061,Cr1Nb2Se4,92.13238042290938,7,139.56933438538752,6.587088526695788,C2/m,12
1062,F5K1Sn2,56.351940817572704,144,2749.874694009953,4.038123302389358,P3,143
1063,K2O8W1,54.496285338883474,66,1077.3191031328042,3.607081908598506,R-3c,167
1064,C4H8Cu1O5,80.57831017740611,72,727.3660190682995,1.8231563575366556,C2/c,15
1065,Na3O2Tl1,47.200218934561526,24,430.062140833573,4.716043507357685,Pnma,62
1066,Cl4F1Sb1,17.98646821801801,24,750.4489153572558,2.5010053794541838,I-4,82
1067,Ba4O16Si6,88.84973588315515,52,850.6541420427634,3.801902073426095,P2_1/c,14
1068,B2Cs3Li2Na1O6,54.563544751041356,28,492.69241286499096,3.7289839365926754,P-1,2
1069,As2Li4O9V1,79.66172790842077,64,782.6417581713407,3.1617158026196246,P4/ncc,130
1070,B1Mg3N3,88.0937199841759,14,177.82909076228728,2.348393174901982,P6_3/mmc,194
1071,Mn1O5Se2,77.38235150846693,32,484.41386545537745,4.015551806026468,Pbcn,60
1072,C4H12F6N10Si1,90.49223621566982,33,311.68320099011805,1.8235534322060032,P-1,2
1073,Ag1La1Nb2O7,144.37559213162808,88,1359.1678870760074,5.322668826948682,I4_1/acd,142
1074,H16I2Mg1O8,46.309336574344,54,699.986922221461,2.0032936329633997,Cmce,64
1075,B2Ba1Cu1O5,104.26097109153312,9,123.52196061277216,4.066481626766127,C2,5
1076,H8Fe3O12P2,105.95288403717024,50,466.3170792623327,3.059146073793904,P2_1/c,14
1077,Pt12Si5,223.04900354929498,68,1034.7825705310865,15.928063368455492,P4/n,85
1078,H8Co1O10V2,80.51190508494,42,451.89886647238444,2.4169463225185894,C2/c,15
1079,Fe1S1,121.31923969755333,24,343.85033086583445,5.094471969029963,P-62c,190
1080,Ge1In7Ir1O8,106.51364289314479,17,273.6630975407977,7.260623975966256,F-43m,216
1081,O11U1W3,135.54829529551043,30,424.82219828965674,7.548196552182119,Pmma,51
1082,I1Li7N2,26.858670494727207,20,345.8450967071217,1.954214705345543,Fd-3m,227
1083,As1Cl2F3,33.16888497368311,24,514.5320798701249,2.6182639498270763,P4/n,85
1084,H12Co1Na2O14S2,74.40234060853396,62,620.3667728470151,2.168825216945782,P2_1/c,14
1085,C4H4K2O9V1,63.37857110310991,160,2178.246651682096,1.9833175808806671,Pbca,61
1086,C4Yb3,142.93541997647515,70,1098.7123547644383,8.571815748118729,P4/mnc,128
1087,H2Li1N1O3S1,60.765116917378094,64,756.261817838247,1.8097435471226708,Pca2_1,29
1088,Na1O6Si2Tb1,110.07994634049129,30,439.44033093552576,3.787251890728125,P-1,2
1089,F1Lu1O3Se1,121.83076686218472,12,193.58927877666264,5.505534024148439,P2_1/m,11
1090,Ce2Rh15Si7,203.98598789043814,48,712.2966126077802,9.420161931933523,Pm-3m,221
1091,Cu3O18Se6Tl2,74.63363346903252,29,442.31217239238,5.11007655142249,P-1,2
1092,Br1F5,34.910596202951275,12,201.8985823020005,2.8769064532239756,Cmc2_1,36
1093,Ca1O4Ti2,142.07863894053796,14,170.50397211278099,3.8918934564439773,C2/m,12
1094,Cl1Cs1Mo2O8Th1,78.77112379034395,52,1030.0456831642223,4.644606878027654,P2_1/c,14
1095,Cl11K1Nb2,33.88020524639891,28,853.9366521156916,2.391408322667831,P-1,2
1096,Li1Mo2O11P2,102.30999454944,64,843.8883566913003,3.437707046694969,P2_1/m,11
1097,B4Ge1O9Rb2,85.04190247294694,64,912.3744721831534,3.136360480732156,P2_1,4
1098,C2H10Cu1N4O10,84.01001682740112,108,1034.4745957123903,2.01399746648384,P2_12_12_1,19
1099,Cu4P8Si1,86.69903663120506,26,427.42433739691313,4.118551939015393,I4_1/a,88
1100,H14As2Ba3O7S8,53.0331107470549,136,2104.004005864997,2.9815495470616837,P2_1/c,14
1101,C2H8N2O6S3,60.00073424783236,84,1023.8848168380307,1.6366565038256535,P2/c,13
1102,C60H36N12Zn1,99.59646497669756,109,1137.8514587308744,1.4453789258999723,P-1,2
1103,H4N4,73.59226818314637,40,365.5705611563187,1.3640264802544577,P2_1/c,14
1104,C2Os1,309.22613306413587,3,28.671097188290208,12.408761947172612,P-6m2,187
1105,B1Fe2O4,146.93846371299347,56,563.6315908418691,4.395611831531877,Pc,7
1106,Co1Na2O14P4Zr1,106.28862419011897,22,278.0047612972079,3.249484195914348,P1,1
1107,C4H16Cd1Cl2N8S4,51.74435620969675,140,1882.461973022971,1.7211751396473705,P4_2/n,86
1108,Ce1O4Zr1,203.50277047776135,6,74.95317071407196,6.543013697268595,R-3m,166
1109,H4Ag2O6Te1,96.59536866246432,26,279.5618056866324,5.2669868175853125,Fdd2,43
1110,Bi1O4Sb1,104.16127622051872,12,164.27756712834827,7.980126337754114,C2/c,15
1111,Ag2Cl4Pd1,35.91921450606024,14,347.7516053266711,4.430965333109887,Cmce,64
1112,Ba1Mn2O8V2,98.08900161786332,52,727.4428301434161,4.356147794227285,I4_1/acd,142
1113,Au2I6Rb2,17.742583563963244,10,437.5709556648733,5.0331621863947325,C2/m,12
1114,Ge1Na2O5Ti1,90.37851050244089,18,236.43991809791353,3.4621526546392363,P4/nmm,129
1115,Bi6O29Rh12,120.30850018420982,94,1204.533140565034,8.14112125858302,C2/m,12
1116,N4O3Si3Y2,156.49428502552456,24,289.5856798017793,4.198495319469674,P-42_1m,113
1117,Fe2Li3O12P3,95.39303115727417,80,932.7623291747642,2.972478463504189,P2_12_12,18
1118,H12F8N4Ti1,91.56342131361323,100,841.8837109185655,2.1142355819495515,Pccn,56
1119,Cl2O7,36.745739440531565,18,298.6908406682361,2.0336451132681694,C2/c,15
1120,C2Ba4Cu1Li1O10,89.11593355717552,18,264.3849527650156,5.0485421253368425,I-42m,121
1121,Li1Nb1O6W1,133.95196440861076,18,215.0437816852425,5.863733837858067,P-42_1m,113
1122,C4H16Cl2N8Ni1S4,59.865887410618235,35,425.03321209062517,1.6958945641334642,I4,79
1123,O224Si112,79.9773051816201,72,1258.1348693553516,1.9032425830232869,Pm-3n,223
1124,Lu1P4Rh6,198.23374038629544,11,158.39791908259798,9.605831519432396,P-6m2,187
1125,Pr4S22Tm11,93.61422006552253,37,864.2286102205118,6.008902103055919,C2/m,12
1126,Ba1Cr10O15,141.43518888183755,52,590.287509636214,5.048274980637916,Cmce,64
1127,S2V1,7.212597806305386,3,283.4280610335297,0.6741771457119657,Pmmm,47
1128,Li12Mo5O17,103.67621737678303,68,662.9558559412034,4.1828423005074304,P-1,2
1129,C6Cl2F14Te1,52.490851545059925,46,752.9822848111488,2.366479730964427,C2/c,15
1130,Ce4Cr1S7,80.963274517701,24,570.3229782281342,4.8734849270672065,P2_1,4
1131,C2H12Cl3Mn1N1O2,26.392642269460186,84,1523.6727784964376,1.0611389489359193,Cmce,64
1132,C2H6Al1Br3Te1,34.65390286540112,52,1116.8391046157528,2.523803607005162,Pbcm,57
1133,Ga8Na8Si38,52.148411699942905,54,1122.5667014789728,2.6758624295813815,P1,1
1134,Cu4Na8Nb2S21,43.053295112309584,70,1615.999650426833,2.666069856317152,P2_12_12,18
1135,H6O7P2U1,85.65751906162401,64,813.850972257441,3.41162377415032,P2_1/c,14
1136,Li6O7Zr2,98.43326630283735,30,325.1150224047779,3.4331864375737244,C2/c,15
1137,B1Li2Pt3,140.57098168119686,24,320.6652014392893,12.634205351017416,P4_332,212
1138,C16H50Bi2O24S12,60.23299597950528,104,1230.6389977907118,1.9285911833130869,P-1,2
1139,I3Mn3O9Sb5,57.647320991861825,40,883.2708091338852,4.8816617067158585,P-1,2
1140,Mo1O11P3Si1,99.93210960658082,64,876.7979242732337,2.9767065437839073,R-3c,167
1141,Cl5Cs3Li2,26.691362402924046,10,306.40514670258636,3.1967189736743213,Cm,8
1142,C4H16N3O12V1,77.44001762341031,144,1452.477846808558,1.5965391579385524,P2_12_12_1,19
1143,Ag2S1,58.29181280997117,6,128.132989564584,6.422762894340639,Cmc2_1,36
1144,Ge2Li6O7,84.71803429996895,60,631.9339431596201,3.141919070063394,P2_1/c,14
1145,F20Mo1O5Te4,41.877685315357255,120,2250.545937974674,3.147043009979809,P2_1/c,14
1146,Ba1N2O6,64.0954306636857,36,570.8098014448977,3.041012714510106,Pa-3,205
1147,Ag2Li3Si3,60.42172510755538,16,246.28902562897358,4.326033884587089,P4_2/nnm,134
1148,Be4Na1O7Sb1,148.5662527960807,26,233.26864928375045,4.168553044774736,P6_3mc,186
1149,Mn5O8V1,129.74626474530032,28,341.02812749113883,4.417613503998732,C2/m,12
1150,Ga1Mg1Mo4O7,149.48621463326225,26,302.7264094961411,6.470258358878233,Imma,74
1151,Be2O7Rb2Si2,75.64814216960089,26,395.55370542344554,2.9984446370719717,Pnn2,34
1152,Co1F1Li1Na1O4P1,94.84221694146385,72,802.2969181460547,3.358490595766199,Pnma,62
1153,H6O10Rb2S1Te1,44.78034266285435,80,1269.821111868648,2.5978268401290863,P2_1/c,14
1154,Ce4Rh12Si1,194.02148426580663,17,288.0270732588016,10.51238912417566,Im-3m,229
1155,I7Nb3S1,25.115042254991966,44,1634.6895277904955,4.872308736373211,P2_1/c,14
1156,Cr2Nb2Se10,60.15697797077387,14,318.2727455741026,5.631629254112466,P2_1/m,11
1157,Ba5Fe5O14,85.73259895144086,48,742.3639200401581,5.322982467007922,Cmcm,63
1158,Ca7Ni4Sn13,54.29249524853215,24,594.5292194486,5.749594670055293,P4/m,83
1159,B2Ba1O6Zn2,107.41891626895355,44,580.791062079664,4.41174279694117,P2_12_12_1,19
1160,As4Ba1O19V4,100.065745970538,112,1563.6466383043305,4.013244768843254,Pnma,62
1161,C8F12Pt1S4,65.54403446694356,50,788.2352730657553,2.7277397036713196,P2_1/c,14
1162,H4Cs1Li1O5S1,53.25003730176382,12,158.4011238305072,2.683053694925741,Cm,8
1163,Ag1Cr4O14Tl3,77.59218233546028,44,753.3587455221583,5.082815479316669,C2/c,15
1164,Cu1Li2O8W2,120.90827000352323,13,147.33705715893427,6.459069233118357,P-1,2
1165,Ni10P3Sn1,196.52726167211017,42,489.8270642208092,8.121532790820837,P-3m1,164
1166,Cs2Ir1Na2O4,53.60793644095156,18,345.4559520111858,5.460577867444168,C2/m,12
1167,K4Mg1O12W3,58.0784419433526,40,753.268008042617,4.074747513224073,P-1,2
1168,H1Ni2,229.36359852299205,3,23.586855494411935,8.335112372080578,P-3m1,164
1169,Br13Cu4Rb3Tm2,34.60947908664305,44,1368.9273321478945,4.578449473992176,Pn-3,201
1170,Ca7F1Nb1O17Si4,106.04428238463431,60,813.7122346992024,3.1703537704207734,Pc,7
1171,Bi8Br14O4Ta4,28.155208357538143,120,4165.055566064808,5.706418512473721,P4/mnc,128
1172,Cl10Sc7,50.47593606757971,17,445.41763827741977,2.4948905405582256,C2/m,12
1173,N2Os1,213.4548249268806,6,59.272986998363045,12.228224359188069,P6_3/mmc,194
1174,Al2O5Si1,162.00024023257274,32,342.6828911435535,3.1408981126825446,Pnma,62
1175,Br7La8Ni4,63.770490207629365,19,524.4028163272972,6.033339843221485,C2/m,12
1176,Au1Na3O2,46.12672594671674,24,446.7909649992298,4.429204786524894,P4_2/mnm,136
1177,H3Li1O16Rb4S4,54.12774156676308,112,1801.2341034819945,2.714361791042901,P4_3,78
1178,Cd3P3Pr1,51.52908217577355,14,344.16636055680095,5.510536547744485,P6_3/mmc,194
1179,Cr4K3O16P1,52.592353585913415,48,846.5578899832714,2.4018539049739935,Cc,9
1180,Cu2Li1P1,88.75533095108429,8,104.98551881658976,5.219770833972788,P-3m1,164
1181,Ag2Bi7Cu3Pb3S16,45.478841271174375,62,1487.6498819187277,6.705953467270903,P2_1/m,11
1182,Bi2La4S9,69.3501345386822,60,1502.940977989844,5.578073316074159,Pnma,62
1183,Ba5P9,38.34532562475672,28,788.620274762533,4.065537166268624,Fdd2,43
1184,C5H10O5,82.92733308138621,24,219.72160809435587,1.3615223346136895,R3c,161
1185,Ca5N4O2W1,86.62387620118811,24,356.3101278599261,4.401777058264871,P2_1/m,11
1186,Ba1O3Tb1,107.02184454803542,10,174.9224640948871,6.535941394736451,R-3c,167
1187,H6Al1O12P3,91.52411638494934,44,474.749602049463,2.2241502027657694,P2/c,13
1188,C4H12Cs1O14V1,68.30589227592336,128,1468.6729570938762,2.1164507068027034,C2/m,12
1189,O7Tl4V2,81.45565731616544,13,255.24717307204196,6.709966261905042,P-3m1,164
1190,Bi1S2,17.25752804530583,6,225.41313396492538,4.023816010342321,I-42d,122
1191,Cs6Ge8Zn1,22.07348798775198,45,1692.0002236621997,4.251337793439315,Fmm2,42
1192,As1Cl1O2Pb1,46.98178813740657,40,842.1051561614679,5.514563430440607,P2_12_12_1,19
1193,F8Na2U1,83.13673685656413,11,163.7515817177829,4.421257139726677,I4/mmm,139
1194,Cs1I3Li2,19.209735697225973,6,235.2628259727694,3.7232222525096548,P-4m2,115
1195,Cu3K2S5U1,61.575002881225174,22,486.1263689571506,4.558043572161376,Cmcm,63
1196,Cu3K3Nb2S8,45.29746933007399,32,833.3484339007555,2.989974872639653,C2/c,15
1197,H6N1O4P1,71.72402117493947,48,487.96042811278045,1.5657390298866083,P2_12_12_1,19
1198,Bi2O5Se1,71.24082432153395,32,537.6430144444957,7.127365328882741,Aem2,39
1199,Cs3Mo15Te17,50.765367150673164,70,2057.443058040919,6.468035334577583,P6_3/m,176
1200,Br6Tl4,23.809508218211462,160,5681.810539768852,6.0646812018361,C2/c,15
1201,B3Fe23Nd2,195.6691860052451,112,1394.4714595097255,7.646623940461798,I-43d,220
1202,Ba1P8,50.03347664660759,18,408.56940344908674,3.1304448043585973,P-1,2
1203,K10Pb48,31.89306005428536,29,993.7217195614944,8.636371505610052,I-43m,217
1204,H2F4K1Mn1O1,57.473589805170064,36,458.9493549127265,2.721489509136497,C2/c,15
1205,H16I3O8Sc1,38.349392203882836,112,1712.8253024380138,2.2095917129978924,P2_1/c,14
1206,C4H6Cl10N2Si5,32.05187616554559,108,2604.082219068605,1.4718934630831644,Pbcn,60
1207,Pd3Rb2S4,43.21088579147587,18,468.93984175842536,4.3799634550420095,Fddd,70
1208,Cu1O12P2Rb2V2,79.3709274308138,38,567.223041008239,3.456222038392499,P2_1/c,14
1209,B4Cr1,257.5904253054488,10,73.91662032922078,4.279143338872887,Pnnm,58
1210,C4H12F1O5Re1,70.69722050341949,46,491.3027530187577,2.3344113588153528,P-1,2
