,composition_name,original_file_name
2932,C4H16Be1Cl2O4S2,POSCAR_sg2_icsd_249588
2933,F19Fe6K3,POSCAR_sg63_icsd_237470
2934,Bi1F3,POSCAR_sg215_icsd_025567
2935,C3Ca3Cl2,POSCAR_sg63_icsd_033818
2936,Br1F3,POSCAR_sg36_icsd_039441
2937,C1F2Li1Na3O15P3Y3,POSCAR_sg16_icsd_189812
2938,K6O36S8V4,POSCAR_sg4_icsd_081479
2939,Co1I10Y6,POSCAR_sg2_icsd_424841
2940,K2Nb2O14Si4,POSCAR_sg100_icsd_072111
2941,F2Ge2Ho3Li1O8,POSCAR_sg15_icsd_039499
2942,Mn1N4O10,POSCAR_sg29_icsd_412001
2943,Na4Nb8O32P4,POSCAR_sg4_icsd_080653
2944,Br14Rb2W6,POSCAR_sg15_icsd_390028
2945,N24O66Zr4,POSCAR_sg2_icsd_405775
2946,Na1O8Ta3,POSCAR_sg72_icsd_063204
2947,C2H18B10S1,POSCAR_sg19_icsd_172745
2948,Cu4Ge2Ni1S7,POSCAR_sg5_icsd_627755
2949,C32Ag2Al2F72O16S4Se6,POSCAR_sg2_icsd_182017
2950,C5Al3Hf2,POSCAR_sg159_icsd_601454
2951,C12H36I4Ni1O6S6,POSCAR_sg148_icsd_170024
2952,Ba2Cu1O8Pt1Y2,POSCAR_sg62_icsd_062965
2953,Ba2Bi1In1S5,POSCAR_sg36_icsd_261678
2954,Ca3Cu1O6Rh1,POSCAR_sg15_icsd_096482
2955,Bi1Cs1Nb2O7,POSCAR_sg26_icsd_162984
2956,Ca7F2K1Li3O36Si12Ti2,POSCAR_sg15_icsd_020095
2957,Na4Sn1Te4,POSCAR_sg19_icsd_037184
2958,Hf1Sn2,POSCAR_sg180_icsd_638946
2959,Ge1Li2O21S6,POSCAR_sg148_icsd_424358
2960,Cl16O36Sn6,POSCAR_sg56_icsd_014036
2961,H1Ca1Na1O4Si1,POSCAR_sg4_icsd_097911
2962,Ni13P3Sn8,POSCAR_sg2_icsd_098523
2963,Ba5Mg18Si13,POSCAR_sg189_icsd_410450
2964,Cl18Cs2W6,POSCAR_sg147_icsd_109513
2965,As2F12Ni1O12S6,POSCAR_sg14_icsd_080473
2966,Nb5O30P7,POSCAR_sg15_icsd_067516
2967,C1Br3Eu2Li1N2,POSCAR_sg227_icsd_415050
2968,O9P3Tb1,POSCAR_sg15_icsd_420118
2969,C5B1,POSCAR_sg44_icsd_166554
2970,C5B1,POSCAR_sg119_icsd_166553
2971,C5B1,POSCAR_sg156_icsd_180770
2972,H36B12N8Rb2,POSCAR_sg58_icsd_414143
2973,H2Mn3O10Se3,POSCAR_sg2_icsd_412099
2974,N4Pd2S9,POSCAR_sg148_icsd_031898
2975,Cr2O10Rb2U1,POSCAR_sg2_icsd_424125
2976,Al1K1O8S2,POSCAR_sg150_icsd_060170
2977,Cl2O1,POSCAR_sg141_icsd_407768
2978,O56Si28,POSCAR_sg10_icsd_085468
2979,H6Li1Mo1N1O5,POSCAR_sg61_icsd_039266
2980,Ba2Ir1O6Pr1,POSCAR_sg128_icsd_150323
2981,C4Cl2N4Pt1Rb2,POSCAR_sg2_icsd_419370
2982,Ca1O20P7Y1,POSCAR_sg15_icsd_075111
2983,Ba2Co1Ge2O7,POSCAR_sg35_icsd_290485
2984,Cl4Cr1Rb2,POSCAR_sg64_icsd_047129
2985,Cl4Cr1Rb2,POSCAR_sg139_icsd_009858
2986,C10H14Fe2N12Na1O9Sm1,POSCAR_sg51_icsd_078800
2987,Ce2Fe1O2Se2,POSCAR_sg1_icsd_180096
2988,Ce2Fe1O2Se2,POSCAR_sg12_icsd_427607
2989,Ge5O14Tl8,POSCAR_sg15_icsd_008265
2990,B1F8N1,POSCAR_sg113_icsd_068017
2991,H6Ba3Fe1In1O24P6,POSCAR_sg167_icsd_051475
2992,Au1Cl1O3Se1,POSCAR_sg2_icsd_032726
2993,Cr1F6K1Rb2,POSCAR_sg87_icsd_416607
2994,Al7S12Tl3,POSCAR_sg4_icsd_072324
2995,C15O15Te2W3,POSCAR_sg92_icsd_060425
2996,H2F8K4O5Ti2,POSCAR_sg15_icsd_065223
2997,Mn7O12Pb1,POSCAR_sg204_icsd_262742
2998,Ge8K2O17,POSCAR_sg62_icsd_009296
2999,Li4N2Sr1,POSCAR_sg141_icsd_087413
3000,Ge1Ni1Pt2,POSCAR_sg69_icsd_087348
3001,Ba2Mo1Nd1O6,POSCAR_sg2_icsd_172388
3002,F6O1Xe2,POSCAR_sg87_icsd_422962
3003,C1Co2Mn2,POSCAR_sg123_icsd_044353
3004,C3H20B3N3,POSCAR_sg14_icsd_250894
3005,H4Be1O4P2,POSCAR_sg92_icsd_059824
3006,H4Cl6N1Sb1,POSCAR_sg15_icsd_412875
3007,H7O7P2Pr1,POSCAR_sg19_icsd_088341
3008,Be2Na2O9Si3,POSCAR_sg62_icsd_032523
3009,Mn11O22Rb15,POSCAR_sg70_icsd_710024
3010,H5K2O6Sb1,POSCAR_sg2_icsd_422765
3011,F2O2Xe1,POSCAR_sg63_icsd_010203
3012,C8H14Mn1N2O6,POSCAR_sg60_icsd_240712
3013,C2Ce1Rh1,POSCAR_sg78_icsd_067327
3014,C6Cs2Fe1N6Zn1,POSCAR_sg208_icsd_023027
3015,Br4Os1Y4,POSCAR_sg15_icsd_071513
3016,Ag1As1Hg2O4,POSCAR_sg55_icsd_413087
3017,Cs4O13U2V2,POSCAR_sg59_icsd_099461
3018,C24H72Sb3Si6Tl3,POSCAR_sg14_icsd_171624
3019,C8H24Au2N2S6Te2,POSCAR_sg14_icsd_110761
3020,C4H6N4Na2Ni1O3,POSCAR_sg2_icsd_280483
3021,C4H6N4Na2Ni1O3,POSCAR_sg2_icsd_281476
3022,Ba4Na2Nb10O30,POSCAR_sg40_icsd_066092
3023,C6As2F12N12O6S12Zn1,POSCAR_sg147_icsd_035210
3024,As2Cl7Cu1O6Pb6,POSCAR_sg148_icsd_195018
3025,H40Mg2N2O44V10,POSCAR_sg2_icsd_039217
3026,H1Cl2K3O6Pt1S2,POSCAR_sg36_icsd_016439
3027,B2Co3Tb1,POSCAR_sg65_icsd_246512
3028,Mo1O9Te2Th1,POSCAR_sg15_icsd_238573
3029,C2Cl2O4Pb2,POSCAR_sg12_icsd_099805
3030,Ga3Na8P6Rb1,POSCAR_sg62_icsd_423947
3031,H8K4O16P4,POSCAR_sg82_icsd_060510
3032,Bi9Cd4Sr9,POSCAR_sg55_icsd_058763
3033,As3Yb4,POSCAR_sg161_icsd_153664
3034,Cu7S4,POSCAR_sg62_icsd_016011
3035,Ce5Ge4Li3,POSCAR_sg38_icsd_008159
3036,H1Ti1,POSCAR_sg86_icsd_056181
3037,O6Pb1Re2,POSCAR_sg166_icsd_048205
3038,C2H12N7Nd1O13,POSCAR_sg14_icsd_068255
3039,Be2Cl6Te7,POSCAR_sg58_icsd_391156
3040,H4Co3O10P2,POSCAR_sg14_icsd_069852
3041,H4Co3O10P2,POSCAR_sg14_icsd_067489
3042,Cu1Mn1O10Te4,POSCAR_sg133_icsd_086226
3043,Ag3Sb1,POSCAR_sg25_icsd_064716
3044,H6F6N2Sn2,POSCAR_sg15_icsd_065040
3045,Ge2N2Sr3,POSCAR_sg11_icsd_082533
3046,C8H32I3N16O8Sm1,POSCAR_sg2_icsd_170109
3047,C8H20K1Mo1N8O10Sm1,POSCAR_sg57_icsd_166950
3048,C4H16Ga2N2S7Sb2,POSCAR_sg14_icsd_260312
3049,Ba1Ge6,POSCAR_sg63_icsd_251583
3050,Cu2O19Rb2Si8,POSCAR_sg11_icsd_072927
3051,C1H3D3Cl3N1Pb1,POSCAR_sg62_icsd_153065
3052,O22Pr4Si4V5,POSCAR_sg12_icsd_079497
3053,Br6Rb2Te1,POSCAR_sg87_icsd_049520
3054,H5Cs1O8P2,POSCAR_sg2_icsd_038033
3055,S9,POSCAR_sg14_icsd_404231
3056,H18Al2As2Mg1O18,POSCAR_sg2_icsd_186024
3057,C14H28Mn1N6O4S2,POSCAR_sg2_icsd_409689
3058,H1Li1O3P1Tl1,POSCAR_sg5_icsd_201040
3059,Cs1Cu1Gd2Te4,POSCAR_sg12_icsd_380381
3060,C6Co1Li1N6Rb2,POSCAR_sg14_icsd_083393
3061,H8Mn1O8S1,POSCAR_sg14_icsd_280949
3062,Cl2S2,POSCAR_sg43_icsd_037016
3063,Ba3O9Sb2Sr1,POSCAR_sg2_icsd_249663
3064,F3Sm1,POSCAR_sg182_icsd_016968
3065,Li1Mo8O10,POSCAR_sg109_icsd_201980
3066,B1F7N2O1S2,POSCAR_sg11_icsd_414492
3067,Br1K3Mo2O7,POSCAR_sg194_icsd_002163
3068,B2Cu1O4,POSCAR_sg122_icsd_009087
3069,Al1F2Na5O8P2,POSCAR_sg147_icsd_062645
3070,As2Cl1Nd5O10,POSCAR_sg12_icsd_419317
3071,C4H18Mg1N8O9S1,POSCAR_sg14_icsd_059363
3072,Cs2S14Sn1,POSCAR_sg14_icsd_073009
3073,Cl3Ti1,POSCAR_sg151_icsd_026070
3074,Cl3Ti1,POSCAR_sg149_icsd_039427
3075,Cl3Ti1,POSCAR_sg163_icsd_039428
3076,K1Nb1O6U1,POSCAR_sg62_icsd_416589
3077,C2H8Li1N1O5S2,POSCAR_sg52_icsd_163109
3078,H20Cs4O18Te2,POSCAR_sg2_icsd_417441
3079,C1H6Ag1B11Br6,POSCAR_sg62_icsd_084105
3080,C1H2Cl18N2Sb2Te3,POSCAR_sg14_icsd_406743
3081,C4H12I2N4Pb1S2,POSCAR_sg31_icsd_251891
3082,Ho2Ni1Sn6,POSCAR_sg65_icsd_639513
3083,C3Al7N3,POSCAR_sg186_icsd_014400
3084,C3Al7N3,POSCAR_sg36_icsd_043861
3085,Ag2As1S2,POSCAR_sg7_icsd_192166
3086,Cu2Sn2Sr1,POSCAR_sg12_icsd_182102
3087,F3K3Mo1O3,POSCAR_sg80_icsd_237293
3088,Ge12K16O36Sr4,POSCAR_sg205_icsd_100202
3089,Cl3Eu3Li1O4Si1,POSCAR_sg53_icsd_400416
3090,Ag2Hg1I4,POSCAR_sg111_icsd_030264
3091,Ag2Hg1I4,POSCAR_sg82_icsd_025592
3092,C2H18Co1N16O16,POSCAR_sg14_icsd_237439
3093,Mo8O14Pr1,POSCAR_sg61_icsd_080100
3094,C2H10B10I2,POSCAR_sg14_icsd_171164
3095,Al4B6O15,POSCAR_sg146_icsd_054854
3096,Cl9P1Sn1,POSCAR_sg67_icsd_060094
3097,Cs1Mo4O28P7,POSCAR_sg2_icsd_416483
3098,As5Cs7In3Nb1,POSCAR_sg2_icsd_412274
3099,C3H7F1N1O5Sn1,POSCAR_sg2_icsd_250206
3100,P6Rb4Se12,POSCAR_sg29_icsd_171420
3101,C14Fe1Mn2O14,POSCAR_sg12_icsd_015385
3102,C10H29Br1N1P3Si1,POSCAR_sg14_icsd_260386
3103,C3La2Ni5,POSCAR_sg127_icsd_655407
3104,H11N2O4P1,POSCAR_sg14_icsd_032572
3105,C16Cl24Cu1Nd2O22,POSCAR_sg2_icsd_405757
3106,C4K3N4O2Tc1,POSCAR_sg2_icsd_260824
3107,C9H30Cl7Mn2N3,POSCAR_sg186_icsd_110262
3108,C80Al5Cu4F180Na1O20Se38,POSCAR_sg88_icsd_187251
3109,B1Ge1Nd1O5,POSCAR_sg14_icsd_039478
3110,Br10Rb1Re3,POSCAR_sg12_icsd_033911
3111,Li7P3S11,POSCAR_sg2_icsd_157654
3112,C6Au3Cs2N6Na1,POSCAR_sg194_icsd_060008
3113,H10N4Na4O11P4,POSCAR_sg2_icsd_408598
3114,C2I9La5,POSCAR_sg61_icsd_418568
3115,C2I9La5,POSCAR_sg2_icsd_415093
3116,H38Er6N8O48,POSCAR_sg14_icsd_418819
3117,H2Ce2K5O25S6,POSCAR_sg9_icsd_155688
3118,Li1N3,POSCAR_sg12_icsd_034675
3119,H4B8Ca1O15,POSCAR_sg4_icsd_250323
3120,H6K3N11Si6,POSCAR_sg212_icsd_069646
3121,C2H12Cl4Fe1N2,POSCAR_sg56_icsd_194018
3122,C2H12Cl4Fe1N2,POSCAR_sg56_icsd_194015
3123,Br6W1,POSCAR_sg148_icsd_062048
3124,C6H18S3Sn3,POSCAR_sg96_icsd_173734
3125,Fe2K3O12P3,POSCAR_sg15_icsd_036039
3126,H2Mg1O4Si1,POSCAR_sg10_icsd_190936
3127,H2Mg1O4Si1,POSCAR_sg6_icsd_190934
3128,Ba7Br2O15Ru4,POSCAR_sg166_icsd_073069
3129,C2H8Cd1N4O8Re2S2,POSCAR_sg2_icsd_170224
3130,C2H8Cd1N4O8Re2S2,POSCAR_sg14_icsd_170223
3131,H1Ba2O9V3,POSCAR_sg11_icsd_251801
3132,Ge3Li8Zn2,POSCAR_sg161_icsd_171497
3133,Al1B1Mo1,POSCAR_sg63_icsd_016777
3134,Ba3O13V4,POSCAR_sg15_icsd_202426
3135,Fe1Li1O4Si1,POSCAR_sg1_icsd_186523
3136,Mo3O8Sc1Zn1,POSCAR_sg186_icsd_040534
3137,Bi1Ga1O3,POSCAR_sg54_icsd_171709
3138,H44Br12Cd3Co2N12O4,POSCAR_sg2_icsd_380345
3139,B2Li2Rh3,POSCAR_sg55_icsd_417442
3140,F1Fe1Li1O4P1,POSCAR_sg2_icsd_428404
3141,C1H7N3O4Se1,POSCAR_sg14_icsd_240385
3142,C12H32N12O17Pt3Th2,POSCAR_sg15_icsd_168513
3143,C2H9N4O5P1,POSCAR_sg2_icsd_062701
3144,H50Cl6Cr4N12O10,POSCAR_sg14_icsd_049664
3145,C18H31B10Co1O1,POSCAR_sg14_icsd_168958
3146,I3P1,POSCAR_sg173_icsd_000311
3147,B8Nb7Rh6,POSCAR_sg176_icsd_263043
3148,Ba2Co1O6Te1,POSCAR_sg164_icsd_168924
3149,H8Be1O8Se1,POSCAR_sg64_icsd_150084
3150,Fe2P12W1,POSCAR_sg60_icsd_600684
3151,C18H36Cu2O4Si4,POSCAR_sg15_icsd_109858
3152,Cl2O3Sb2Zn1,POSCAR_sg62_icsd_248123
3153,Al2Eu3Ge4,POSCAR_sg12_icsd_423344
3154,P2Rh3,POSCAR_sg115_icsd_035626
3155,Ba2Cs1N15,POSCAR_sg62_icsd_017059
3156,C3H2Cl2O4Ru1,POSCAR_sg14_icsd_413218
3157,B3Ba3F5O9Sr4,POSCAR_sg186_icsd_164632
3158,Cs4Ge2Se6,POSCAR_sg12_icsd_380416
3159,H4Ag4Li2O20P6,POSCAR_sg2_icsd_069560
3160,Eu1Li2O4Si1,POSCAR_sg152_icsd_050442
3161,F2Ge1,POSCAR_sg62_icsd_424202
3162,Cs2K1O14Si4U2,POSCAR_sg65_icsd_249936
3163,C19H41N7O10Zn2,POSCAR_sg14_icsd_408422
3164,Ag1In5Te8,POSCAR_sg111_icsd_151871
3165,Cl4Cs1Li3,POSCAR_sg63_icsd_245975
3166,H9O11P2Sm1,POSCAR_sg14_icsd_095752
3167,Cs1Mo2Na3O20U4,POSCAR_sg2_icsd_420335
3168,Br1Cu1O3Sb2,POSCAR_sg9_icsd_415539
3169,Ag1I4O12Y1,POSCAR_sg9_icsd_237986
3170,C1Cu1N2,POSCAR_sg63_icsd_415220
3171,H16B4Na1Yb1,POSCAR_sg63_icsd_189838
3172,Ba6Ni25S27,POSCAR_sg221_icsd_083476
3173,Bi2Ge1O5,POSCAR_sg9_icsd_062488
3174,C4H8Cl2Cu1N8,POSCAR_sg14_icsd_250269
3175,C26Ce26Cl16,POSCAR_sg14_icsd_420776
3176,H10N1O11P1V2,POSCAR_sg19_icsd_091845
3177,Be1F4Na2,POSCAR_sg14_icsd_028105
3178,H2La1N1O7S1,POSCAR_sg76_icsd_415675
3179,Cs2Hg1I4,POSCAR_sg11_icsd_063110
3180,Cs2Hg1I4,POSCAR_sg4_icsd_195509
3181,Au1Li1O14S4,POSCAR_sg2_icsd_422909
3182,H2F19Li1Rb4Zr3,POSCAR_sg14_icsd_152167
3183,In1K2Li1Mo3O12,POSCAR_sg4_icsd_423176
3184,Br10O4Pb9,POSCAR_sg85_icsd_035381
3185,K2Rb2Re6S13,POSCAR_sg15_icsd_060099
3186,B2Cu2O6Sr1,POSCAR_sg121_icsd_247062
3187,B2Cu2O6Sr1,POSCAR_sg120_icsd_247205
3188,B2Cu2O6Sr1,POSCAR_sg140_icsd_247207
3189,B2Cu2O6Sr1,POSCAR_sg108_icsd_247206
3190,Ge1Hg2Se4,POSCAR_sg82_icsd_096180
3191,H2Th1,POSCAR_sg79_icsd_024623
3192,Mg2Na1O10V3,POSCAR_sg2_icsd_240924
3193,Bi1I3,POSCAR_sg62_icsd_187611
3194,Bi1I3,POSCAR_sg162_icsd_187304
3195,Bi1I3,POSCAR_sg225_icsd_187609
3196,C8H9N1O9,POSCAR_sg15_icsd_164661
3197,Nb2P1Rb1S10,POSCAR_sg7_icsd_280916
3198,H6Hf1Na2O6,POSCAR_sg148_icsd_088890
3199,C16H20Cs2Cu3N20O4W2,POSCAR_sg14_icsd_249356
3200,C4H5Na1O14Rb2Zn2,POSCAR_sg14_icsd_401834
3201,Cu8O1,POSCAR_sg38_icsd_062764
3202,Dy1Fe4Ge2,POSCAR_sg65_icsd_154831
3203,As14Cs4Zn1,POSCAR_sg14_icsd_423082
3204,H28N6O10Ru1S2,POSCAR_sg14_icsd_404692
3205,H6K2O10Se1Te1,POSCAR_sg15_icsd_056856
3206,H6K2O10Se1Te1,POSCAR_sg9_icsd_050669
3207,H6K2O10Se1Te1,POSCAR_sg15_icsd_170043
3208,H2B2Mn4O18Si4Sn1,POSCAR_sg2_icsd_084256
3209,H15Cr1O15S2,POSCAR_sg14_icsd_001100
3210,C1Cl2Lu2,POSCAR_sg166_icsd_062227
3211,B3F2Li1Nd6O13,POSCAR_sg15_icsd_260791
3212,Cl12Cs7Np3O6,POSCAR_sg220_icsd_065504
3213,Na2O7Si1Ti1Zn2,POSCAR_sg61_icsd_023023
3214,Ag2Cu2O3,POSCAR_sg15_icsd_158338
3215,Ag2Cu2O3,POSCAR_sg141_icsd_051502
3216,Ca2S5Sb2,POSCAR_sg14_icsd_201044
3217,H9Cl1O5Sr1,POSCAR_sg2_icsd_071446
3218,C3H15Co1N8S3,POSCAR_sg14_icsd_073714
3219,Cs1Mn1O12P4,POSCAR_sg4_icsd_091872
3220,H8Al1K1N4,POSCAR_sg20_icsd_002538
3221,O7Se2U1,POSCAR_sg2_icsd_060513
3222,Ga1La3O1S5,POSCAR_sg62_icsd_038067
3223,H1As1O4Pb1,POSCAR_sg13_icsd_029552
3224,H8B6Na2O14,POSCAR_sg15_icsd_004219
3225,Cr1Nb4Se8,POSCAR_sg194_icsd_053191
3226,N2Re1,POSCAR_sg65_icsd_187452
3227,N2Re1,POSCAR_sg71_icsd_187449
3228,N2Re1,POSCAR_sg13_icsd_187451
3229,N2Re1,POSCAR_sg127_icsd_187442
3230,As2Ca1O6,POSCAR_sg149_icsd_077379
3231,I4In2,POSCAR_sg52_icsd_046034
3232,Ba1F6Zr1,POSCAR_sg67_icsd_036122
3233,Ce1Ni10P4,POSCAR_sg62_icsd_409694
3234,F4N4S4,POSCAR_sg114_icsd_018202
3235,La2O5Pd2,POSCAR_sg84_icsd_065031
3236,As1Li3O25W7,POSCAR_sg61_icsd_429249
3237,F3O1P1,POSCAR_sg164_icsd_250498
3238,I2P4S3,POSCAR_sg2_icsd_026485
3239,B4Ba1O7,POSCAR_sg62_icsd_419469
3240,H1As1Na4O5,POSCAR_sg62_icsd_428481
3241,F2K2O5P2,POSCAR_sg15_icsd_001659
3242,Ca2Fe9O13,POSCAR_sg12_icsd_100826
3243,Cs2Mo1O7U1,POSCAR_sg29_icsd_245387
3244,Cs2O12Te4,POSCAR_sg166_icsd_261941
3245,H15F6Ga1N6,POSCAR_sg19_icsd_203222
3246,O8Pb1Se2U1,POSCAR_sg26_icsd_280839
3247,As5La4Mn2,POSCAR_sg164_icsd_429102
3248,H4Ca1O17Si6Zr1,POSCAR_sg12_icsd_193566
3249,H13Be3Mg2O19P3,POSCAR_sg173_icsd_078422
3250,C1Bi2O5,POSCAR_sg44_icsd_094740
3251,Cr8O16Rb2,POSCAR_sg12_icsd_100521
3252,Ce10Ge10O36,POSCAR_sg2_icsd_047230
3253,C4H8F9Li1O5,POSCAR_sg15_icsd_260274
3254,Cu1I1Se3,POSCAR_sg166_icsd_202404
3255,Ga3Na1Te5,POSCAR_sg155_icsd_402329
3256,La1Ni9Si2,POSCAR_sg141_icsd_641567
3257,C4H3Na5O12,POSCAR_sg2_icsd_068711
3258,C6H18Co1N12Os1S6,POSCAR_sg148_icsd_092479
3259,C5H2Fe1N6O2Rb2,POSCAR_sg15_icsd_088336
3260,H16N7Nd1O19,POSCAR_sg9_icsd_421603
3261,H6Cl3Lu1O15,POSCAR_sg2_icsd_410763
3262,Cl1Li1O2,POSCAR_sg138_icsd_059936
3263,H14N6O9Ru1S1,POSCAR_sg19_icsd_237836
3264,B1F7S1,POSCAR_sg62_icsd_010337
3265,B3Co1Mo3,POSCAR_sg63_icsd_613173
3266,C2H6Hg2O6S2,POSCAR_sg15_icsd_151097
3267,P2Pb3S8,POSCAR_sg198_icsd_647907
3268,Cs1F6Fe2,POSCAR_sg62_icsd_425261
3269,Mo15S19Sn2,POSCAR_sg176_icsd_644286
3270,C3H9Fe1N7O2,POSCAR_sg14_icsd_171418
3271,Li2N2U1,POSCAR_sg147_icsd_642191
3272,H5Cu1F1O12S2Y2,POSCAR_sg14_icsd_092290
3273,H15N9O11Pd1Ru1,POSCAR_sg2_icsd_170695
3274,H2Ca6O13Si3,POSCAR_sg2_icsd_020148
3275,F10In3Rb1,POSCAR_sg17_icsd_200052
3276,H6B1K1Mn1O11P2,POSCAR_sg179_icsd_710079
3277,C3H6N2O2,POSCAR_sg14_icsd_172448
3278,C14Co4O14Si1,POSCAR_sg15_icsd_062573
3279,Cl10K4O1Re2,POSCAR_sg139_icsd_108904
3280,Ir1O4Sr2,POSCAR_sg142_icsd_075153
3281,C18H42Cl4Si5,POSCAR_sg14_icsd_251596
3282,Mg1O10P2Rb2W1,POSCAR_sg61_icsd_415569
3283,C1H13B10Cs1,POSCAR_sg14_icsd_170065
3284,Au1I1,POSCAR_sg138_icsd_024619
3285,H10K4O20P4Te1,POSCAR_sg15_icsd_062752
3286,C3Eu4I3Li1N6,POSCAR_sg194_icsd_170262
3287,Ba1N8Si6,POSCAR_sg44_icsd_417444
3288,Co3S4,POSCAR_sg227_icsd_031095
3289,Co3S4,POSCAR_sg227_icsd_624840
3290,C71H172Ba2O7P8Si12Sn4,POSCAR_sg14_icsd_151004
3291,B4Mn1,POSCAR_sg12_icsd_015079
3292,As3K6Nb1O1,POSCAR_sg198_icsd_409630
3293,S4Tl3V1,POSCAR_sg217_icsd_651265
3294,H10Cu2Ge1O14P2,POSCAR_sg14_icsd_161179
3295,H4As2O13V3,POSCAR_sg2_icsd_424068
3296,H2O4P1Tl1,POSCAR_sg14_icsd_008051
3297,H2O4P1Tl1,POSCAR_sg60_icsd_081068
3298,C60Cs1Na2,POSCAR_sg205_icsd_078312
3299,H12Cu1I4N4,POSCAR_sg12_icsd_004072
3300,Al6Au1Dy2Si4,POSCAR_sg166_icsd_281661
3301,As2F12Hg3,POSCAR_sg14_icsd_009323
3302,H1Cr1O8Se3,POSCAR_sg62_icsd_050923
3303,H1Cr1O8Se3,POSCAR_sg14_icsd_050922
3304,Mn1Na2O6Si2,POSCAR_sg58_icsd_166607
3305,C20H34B5Mo2Se1,POSCAR_sg14_icsd_251439
3306,C20H34B5Mo2Se1,POSCAR_sg86_icsd_251440
3307,H8Cl2N2O2Pt1,POSCAR_sg11_icsd_035760
3308,H8Cl2N2O2Pt1,POSCAR_sg14_icsd_035759
3309,Hg1O7P2Pd1,POSCAR_sg15_icsd_420533
3310,O24P6S1Sr10,POSCAR_sg147_icsd_410783
3311,Cs1Na1O3Ti1,POSCAR_sg63_icsd_078752
3312,H8Ba1O14P2V2,POSCAR_sg7_icsd_088133
3313,H2B3Na3O7,POSCAR_sg62_icsd_001939
3314,F4Mg10O14Si3,POSCAR_sg58_icsd_005231
3315,C1H30Co2N6O14S1,POSCAR_sg2_icsd_015265
3316,B3Ir4Zn1,POSCAR_sg47_icsd_071640
3317,C19H44Ga1Na1Si4,POSCAR_sg61_icsd_163035
3318,Ga3N5Sr3,POSCAR_sg2_icsd_170443
3319,H4Fe1,POSCAR_sg11_icsd_187148
3320,O30P6Re2Si4,POSCAR_sg2_icsd_422408
3321,Hg1K2S2,POSCAR_sg57_icsd_074500
3322,Au5Bi2F21,POSCAR_sg92_icsd_095771
3323,Ge5Tb3,POSCAR_sg190_icsd_419457
3324,As1F12Li1Xe3,POSCAR_sg4_icsd_237658
3325,F7I1,POSCAR_sg41_icsd_031691
3326,Cl4Co5O11Te4,POSCAR_sg2_icsd_417179
3327,O20P5Rb3Ti3,POSCAR_sg29_icsd_075234
3328,O20P5Rb3Ti3,POSCAR_sg57_icsd_082877
3329,C2H8F1Ho1O8,POSCAR_sg15_icsd_166616
3330,Co3Nd4O10,POSCAR_sg14_icsd_091100
3331,H13Cs5N4O1Sn9,POSCAR_sg19_icsd_248714
3332,F4Na2O2W1,POSCAR_sg60_icsd_201173
3333,C4H8Cl2N8Zn1,POSCAR_sg14_icsd_109785
3334,C4H8Cl2N8Zn1,POSCAR_sg2_icsd_402086
3335,Ge9Mn23,POSCAR_sg158_icsd_636967
3336,K2S11Sn2Y4,POSCAR_sg130_icsd_075073
3337,Co1Ho1K1O7Si2,POSCAR_sg3_icsd_020770
3338,Cs4Mo3O20U3,POSCAR_sg1_icsd_094735
3339,Ba1In2La2O7,POSCAR_sg136_icsd_095984
3340,Mn1Pr4Sb9,POSCAR_sg12_icsd_250777
3341,Cl8Pt1S2,POSCAR_sg14_icsd_066012
3342,Cs3I9Y2,POSCAR_sg194_icsd_026564
3343,C8H14K1Mo1N8O7Yb1,POSCAR_sg2_icsd_166037
3344,Al1N1Nd2O3,POSCAR_sg107_icsd_201358
3345,Be3F9Rb1Zn1,POSCAR_sg188_icsd_023133
3346,Fe2K6O5,POSCAR_sg8_icsd_174312
3347,B1Cl2K1O3Zn2,POSCAR_sg155_icsd_252061
3348,La3Ni2O6,POSCAR_sg139_icsd_249209
3349,As18Cs24In12Nb2,POSCAR_sg2_icsd_281666
3350,Eu1Ge1S3,POSCAR_sg2_icsd_631316
3351,P2S8Zn3,POSCAR_sg118_icsd_095784
3352,Cl2Fe5O18Te6,POSCAR_sg2_icsd_245637
3353,Cs1O6Se2Y1,POSCAR_sg205_icsd_238046
3354,C3As1F11N1S3,POSCAR_sg14_icsd_165586
3355,C3Cl10Mo2O2S2,POSCAR_sg14_icsd_413427
3356,Be5Hf1,POSCAR_sg191_icsd_616291
3357,Cu1I2O6,POSCAR_sg11_icsd_002232
3358,H15Cr1N2O11P2,POSCAR_sg12_icsd_108843
3359,H26B20K4O4,POSCAR_sg2_icsd_067549
3360,Ba3Cu1O9Sb2,POSCAR_sg186_icsd_002279
3361,As3Li1O12Zr2,POSCAR_sg14_icsd_190654
3362,Dy1Sn3,POSCAR_sg63_icsd_160544
3363,Ag6O20Te4W3,POSCAR_sg15_icsd_420407
3364,Br3La9Sb16,POSCAR_sg176_icsd_170144
3365,C2Re1,POSCAR_sg194_icsd_184663
3366,C2Re1,POSCAR_sg123_icsd_184664
3367,H1K2N5O10Ru1,POSCAR_sg14_icsd_165339
3368,H4Al6Ba1Ca2O32Si9,POSCAR_sg30_icsd_380531
3369,H2Mg2O3,POSCAR_sg164_icsd_095472
3370,H2K2O5Ru1,POSCAR_sg19_icsd_036593
3371,C2Ba1Mg1O6,POSCAR_sg167_icsd_193059
