,composition_name,original_file_name
7347,Bi1Cu1Pt1S3,POSCAR_sg19_icsd_180450
7348,Cs4Se13Ti3,POSCAR_sg4_icsd_280632
7349,Co3O4,POSCAR_sg216_icsd_009362
7350,As1B1Ba1F10,POSCAR_sg62_icsd_420600
7351,C10H40Cl14Nb6O10,POSCAR_sg2_icsd_240363
7352,B13Cs3O21,POSCAR_sg15_icsd_095728
7353,I2K9Li3O13,POSCAR_sg190_icsd_062102
7354,Al2Na7Sb5,POSCAR_sg11_icsd_048168
7355,B10Dy3Ni19,POSCAR_sg12_icsd_613654
7356,Ba15Li3Nb12O45,POSCAR_sg166_icsd_238783
7357,As8Pb8S20,POSCAR_sg4_icsd_027301
7358,Na4O26Si8Ti4,POSCAR_sg15_icsd_166625
7359,F18Na3Sb5,POSCAR_sg14_icsd_060000
7360,C8F4Mn2N2O10S2,POSCAR_sg14_icsd_002280
7361,C2Ba1Ca1O6,POSCAR_sg150_icsd_100477
7362,As1Ta3,POSCAR_sg15_icsd_008019
7363,I1Nb3Se12,POSCAR_sg114_icsd_063643
7364,I1Nb3Se12,POSCAR_sg128_icsd_072021
7365,Rh4Si5,POSCAR_sg11_icsd_024355
7366,H1B1Ca1O5Si1,POSCAR_sg14_icsd_168618
7367,H3Cs1O8Si1Ti2,POSCAR_sg1_icsd_173579
7368,Li1Mo9Na5O30,POSCAR_sg43_icsd_263140
7369,C6H13Cl2Fe2N1O11,POSCAR_sg9_icsd_110416
7370,C14H28Cl4Cu1N6,POSCAR_sg15_icsd_408545
7371,Cl8Na2Ti3,POSCAR_sg160_icsd_401027
7372,Ag3Li17Sn6,POSCAR_sg157_icsd_170571
7373,C8H28F16Ge3O8S6,POSCAR_sg14_icsd_185820
7374,H3Al6B3F1Fe3Na1O30Si6,POSCAR_sg160_icsd_015186
7375,I4Te1,POSCAR_sg141_icsd_037226
7376,I4Te1,POSCAR_sg31_icsd_063536
7377,C2H12Cl2K1N2O4P1Pt1,POSCAR_sg2_icsd_186571
7378,B2Cd1F10Xe1,POSCAR_sg14_icsd_170451
7379,Br7Cu1Pb3,POSCAR_sg1_icsd_414107
7380,C4H16Cl2N8Pd1S4,POSCAR_sg15_icsd_400614
7381,C4H16Cl2N8Pd1S4,POSCAR_sg33_icsd_165430
7382,Na8O14Ti5,POSCAR_sg2_icsd_251702
7383,As6Cu7Se13,POSCAR_sg146_icsd_015235
7384,Ca2Sn6Zn3,POSCAR_sg63_icsd_424107
7385,N11Na3P6,POSCAR_sg198_icsd_039361
7386,Bi24Cr2Mo8O68Sr2,POSCAR_sg13_icsd_415145
7387,H16N4O7P2,POSCAR_sg15_icsd_027556
7388,Ca16N34Si17,POSCAR_sg216_icsd_248945
7389,La1O9Sb3,POSCAR_sg63_icsd_055720
7390,H6Th1Ti2,POSCAR_sg194_icsd_056179
7391,Cd1O11P4,POSCAR_sg2_icsd_408827
7392,Re6S11Sr2,POSCAR_sg167_icsd_650080
7393,H6Li1Mn3O24Se8,POSCAR_sg148_icsd_172979
7394,Cs2F10O1Sb2,POSCAR_sg13_icsd_021016
7395,H10In2O17S3,POSCAR_sg2_icsd_391355
7396,H1Cs1O4S1,POSCAR_sg11_icsd_024377
7397,Na8O26S6V2,POSCAR_sg14_icsd_087605
7398,C2I7Y6,POSCAR_sg12_icsd_063294
7399,O8P2Sr3,POSCAR_sg166_icsd_184780
7400,F4S2Yb3,POSCAR_sg139_icsd_092497
7401,C10H27F3N3O10Re3,POSCAR_sg14_icsd_237301
7402,Cu3S4Sb1,POSCAR_sg121_icsd_064721
7403,Cu3S4Sb1,POSCAR_sg225_icsd_030368
7404,C4H12Cd1N6O2S4,POSCAR_sg2_icsd_187240
7405,Al4Au1Er1Ge2,POSCAR_sg166_icsd_415290
7406,Ge1Se4Tl4,POSCAR_sg15_icsd_261015
7407,H14Cl3O7U1,POSCAR_sg2_icsd_415443
7408,Hf1P2S6,POSCAR_sg43_icsd_047228
7409,C13H2Fe1O13Ru3,POSCAR_sg15_icsd_049560
7410,Cs1F13Th3,POSCAR_sg26_icsd_262185
7411,Cd2K2O12S3,POSCAR_sg19_icsd_200381
7412,C4H12N2O8Se1U1,POSCAR_sg12_icsd_172573
7413,Ga2I3,POSCAR_sg14_icsd_024822
7414,Ca1O6Ta2,POSCAR_sg200_icsd_047121
7415,C4H12Br2Mo1O4S2,POSCAR_sg14_icsd_240493
7416,Ag3O4,POSCAR_sg14_icsd_202218
7417,As3K7P8Se24,POSCAR_sg14_icsd_260942
7418,Cl1K3O1S3W1,POSCAR_sg29_icsd_010318
7419,F4Li1Yb1,POSCAR_sg88_icsd_009914
7420,Li6Mo6O33Se6,POSCAR_sg31_icsd_250676
7421,C4H6K2O15Se1U1,POSCAR_sg2_icsd_262116
7422,C2H7Cl1N4O5,POSCAR_sg14_icsd_164643
7423,Fe1Mo3S4,POSCAR_sg2_icsd_014069
7424,B7Na3O12,POSCAR_sg2_icsd_099049
7425,F1K1Nb2O6Sr1,POSCAR_sg71_icsd_249327
7426,Bi2Cs1F7,POSCAR_sg20_icsd_039954
7427,Cl2Cs1K1O8,POSCAR_sg166_icsd_022504
7428,H8N10Zn1,POSCAR_sg2_icsd_421952
7429,Fe2Ni1P1,POSCAR_sg82_icsd_153485
7430,Cd3O8P2,POSCAR_sg64_icsd_020202
7431,Ca1O5Si1Ti1,POSCAR_sg15_icsd_089781
7432,Ca1O5Si1Ti1,POSCAR_sg15_icsd_036184
7433,Ag4Mn2Mo6O24Zr1,POSCAR_sg19_icsd_154121
7434,C4H18Co1N7O8,POSCAR_sg11_icsd_110099
7435,C4H18Cl4Mn1N8O4,POSCAR_sg14_icsd_054211
7436,Ba2Cu1O18P6,POSCAR_sg14_icsd_001868
7437,C19H1O19Os4Re1,POSCAR_sg2_icsd_098391
7438,Be1Na1O4P1,POSCAR_sg14_icsd_166581
7439,Al2O6Sr3,POSCAR_sg205_icsd_071860
7440,C2H5Na3O8,POSCAR_sg15_icsd_044802
7441,H4F3Mn1N1,POSCAR_sg62_icsd_079265
7442,Cu6O10Sr4,POSCAR_sg65_icsd_050089
7443,C8H24Fe1N2Se10Sn4,POSCAR_sg82_icsd_249852
7444,Br4In1K1,POSCAR_sg52_icsd_047141
7445,In1K2P2S7,POSCAR_sg12_icsd_248034
7446,Li1Mn1O2,POSCAR_sg141_icsd_040486
7447,Li1Mn1O2,POSCAR_sg12_icsd_082993
7448,H7N1O6Se2,POSCAR_sg19_icsd_002322
7449,Ge8Ni13Zn1,POSCAR_sg152_icsd_637448
7450,C4Ag1K3N4S4,POSCAR_sg14_icsd_280726
7451,O11Sr1V6,POSCAR_sg186_icsd_093595
7452,Bi3Br1Se4,POSCAR_sg12_icsd_411096
7453,C4Rh1Sc3,POSCAR_sg12_icsd_415136
7454,O8Rb1Sb1V2,POSCAR_sg62_icsd_086098
7455,C4Br2Fe1Hg2O4,POSCAR_sg43_icsd_030345
7456,Ge4K2O9,POSCAR_sg165_icsd_189270
7457,Ge5Nd1,POSCAR_sg71_icsd_246814
7458,Pt2Sn3,POSCAR_sg194_icsd_649674
7459,Cl13Yb6,POSCAR_sg2_icsd_056725
7460,Cr12P7,POSCAR_sg174_icsd_042632
7461,Ca2Cl1Cu1Nb3O10,POSCAR_sg123_icsd_051262
7462,C9Fe3O9S1Te1,POSCAR_sg2_icsd_073626
7463,B1Mg8Rh4,POSCAR_sg227_icsd_249110
7464,H2Be1,POSCAR_sg72_icsd_655664
7465,As4Cl2Cu4La5O4,POSCAR_sg139_icsd_421137
7466,H4F5Fe2O2,POSCAR_sg74_icsd_201799
7467,C9Fe3O10S2,POSCAR_sg2_icsd_014086
7468,Ce1N1O2Si1,POSCAR_sg188_icsd_009751
7469,H1As1Cl3F6O1P1,POSCAR_sg62_icsd_412034
7470,Ag1Cs5Se27Ti6,POSCAR_sg159_icsd_280563
7471,Fe5K3O24P6,POSCAR_sg15_icsd_280905
7472,Na1O8Pd6Tb1,POSCAR_sg200_icsd_159692
7473,O3Tl4,POSCAR_sg11_icsd_023478
7474,Ba7Se13Sn3,POSCAR_sg62_icsd_172483
7475,Cu1La1S1Te1,POSCAR_sg14_icsd_088012
7476,B3Cd1K1O6,POSCAR_sg15_icsd_260454
7477,Sb65Zn84,POSCAR_sg2_icsd_418213
7478,Cu1F3K1,POSCAR_sg127_icsd_021111
7479,Cu1F3K1,POSCAR_sg140_icsd_009856
7480,H16Ba1O11Sn1,POSCAR_sg14_icsd_420543
7481,Hf3P1,POSCAR_sg86_icsd_638759
7482,B40Co40Sm11,POSCAR_sg114_icsd_039249
7483,K4O12Zr5,POSCAR_sg164_icsd_014024
7484,C26H78O4Si12Zn3,POSCAR_sg2_icsd_172857
7485,Al1Cl4P3Se4,POSCAR_sg160_icsd_428731
7486,Ag2F23K3Zr4,POSCAR_sg14_icsd_092447
7487,H1O5Rb5Si1,POSCAR_sg12_icsd_417054
7488,Br13Cd3Cs7,POSCAR_sg140_icsd_073891
7489,Br13Cd3Cs7,POSCAR_sg120_icsd_072153
7490,C3Al3Co1W9,POSCAR_sg194_icsd_421253
7491,S6Sc1U3,POSCAR_sg58_icsd_000612
7492,Ag3O4P1,POSCAR_sg218_icsd_031078
7493,Ba1O3Tc1,POSCAR_sg194_icsd_109077
7494,C1Cs4O4,POSCAR_sg5_icsd_245453
7495,Si2Ta1,POSCAR_sg181_icsd_096028
7496,C24H48N12Np1S8,POSCAR_sg33_icsd_150917
7497,C24H76Li4N16Si4,POSCAR_sg14_icsd_163105
7498,Ca1Cu1Er2K1S5,POSCAR_sg63_icsd_412517
7499,Ba1Ge5,POSCAR_sg74_icsd_251586
7500,B1La6N3O6,POSCAR_sg63_icsd_412331
7501,C6F17O6Sb3W1,POSCAR_sg4_icsd_280254
7502,O9P4,POSCAR_sg167_icsd_043302
7503,Co1Mo1O4,POSCAR_sg12_icsd_023808
7504,K1Nb5O13,POSCAR_sg57_icsd_170693
7505,Cu2Eu3P4Zn2,POSCAR_sg164_icsd_089516
7506,C8H22Cu1N10O1,POSCAR_sg15_icsd_059812
7507,Li10O29P8V3,POSCAR_sg165_icsd_427845
7508,Ag1I2Tl1,POSCAR_sg140_icsd_026318
7509,Al1I2Pd5,POSCAR_sg139_icsd_014164
7510,Cs4Ge9,POSCAR_sg76_icsd_406486
7511,I14Mo6Pb1,POSCAR_sg201_icsd_036574
7512,Er6N20O1Si11,POSCAR_sg159_icsd_411423
7513,Cs3I5Li2,POSCAR_sg12_icsd_245985
7514,C20H60N5O45V18,POSCAR_sg2_icsd_110089
7515,H8Eu2O16S3,POSCAR_sg2_icsd_185470
7516,C60K1,POSCAR_sg58_icsd_086639
7517,C12Li1,POSCAR_sg191_icsd_191310
7518,C12H3Co1O12Ru3,POSCAR_sg2_icsd_023340
7519,C4F12N2O8S4Sr1,POSCAR_sg13_icsd_163023
7520,F12Sb2Xe1,POSCAR_sg4_icsd_260956
7521,H18I6N6Ni1,POSCAR_sg15_icsd_407672
7522,O7Tc2,POSCAR_sg61_icsd_016226
7523,C14H27Fe1N7S4,POSCAR_sg2_icsd_250887
7524,Ge16Rb14Zn1,POSCAR_sg31_icsd_237782
7525,Eu3S4,POSCAR_sg122_icsd_151634
7526,H4Na2O7Te2,POSCAR_sg2_icsd_026536
7527,Li4Np1O5,POSCAR_sg87_icsd_074983
7528,Re1Si2,POSCAR_sg71_icsd_038274
7529,As2Hg4O7,POSCAR_sg62_icsd_391228
7530,Au5K1P2S8,POSCAR_sg14_icsd_085682
7531,H21Co1N5O7P1,POSCAR_sg14_icsd_201549
7532,Ba16O37Re6,POSCAR_sg12_icsd_380392
7533,O3W1,POSCAR_sg191_icsd_032001
7534,O3W1,POSCAR_sg62_icsd_654048
7535,O3W1,POSCAR_sg2_icsd_036168
7536,O3W1,POSCAR_sg7_icsd_084167
7537,O3W1,POSCAR_sg221_icsd_108651
7538,O3W1,POSCAR_sg60_icsd_050730
7539,O3W1,POSCAR_sg185_icsd_188394
7540,O3W1,POSCAR_sg129_icsd_027961
7541,O3W1,POSCAR_sg193_icsd_188393
7542,O3W1,POSCAR_sg130_icsd_088366
7543,O3W1,POSCAR_sg113_icsd_086144
7544,C5H34Cd2N10O15S7,POSCAR_sg7_icsd_262817
7545,H2Fe1Ti1,POSCAR_sg10_icsd_601978
7546,H16Mg3O16P2,POSCAR_sg15_icsd_202098
7547,H2Ca2Mg5O24Si8,POSCAR_sg12_icsd_009659
7548,Pb9S21Sb8,POSCAR_sg15_icsd_038838
7549,C2Cs2F4O4Pt1,POSCAR_sg12_icsd_109890
7550,H40Mo6N2Na4O40Te1,POSCAR_sg2_icsd_073091
7551,B1Cl15Cs1K1Zr6,POSCAR_sg51_icsd_202463
7552,F2Nd2O1Se1,POSCAR_sg176_icsd_429605
7553,Cl1Na2,POSCAR_sg123_icsd_190545
7554,Cl1Na2,POSCAR_sg74_icsd_190547
7555,Ba3Lu4O9,POSCAR_sg146_icsd_154813
7556,Br7In4,POSCAR_sg166_icsd_097429
7557,Br7In4,POSCAR_sg15_icsd_097430
7558,C18H44Cl2O2Ru1Si4Te2,POSCAR_sg29_icsd_161215
7559,C6H12Au2Cl2N2S4,POSCAR_sg15_icsd_237979
7560,C9Fe2O9,POSCAR_sg176_icsd_031030
7561,Cl1F1O1Pb2,POSCAR_sg67_icsd_200213
7562,B2N4Pr3,POSCAR_sg71_icsd_407282
7563,C4I2O2,POSCAR_sg96_icsd_065112
7564,Li7Si2,POSCAR_sg55_icsd_642373
7565,H5B5Ca2O14Si1,POSCAR_sg14_icsd_202665
7566,Na2O3Pr1,POSCAR_sg15_icsd_154706
7567,Cl7Cu7O28P8Rb9,POSCAR_sg140_icsd_424421
7568,Ag6Ge10P12,POSCAR_sg217_icsd_070055
7569,Cs2O15Si6Zr1,POSCAR_sg12_icsd_081440
7570,H6Al1Na3,POSCAR_sg57_icsd_153681
7571,Cs2Cu2O19Si8,POSCAR_sg11_icsd_032656
7572,H10Na8O17S8,POSCAR_sg14_icsd_418312
7573,H18Cd1N4O14Se4,POSCAR_sg2_icsd_059845
7574,Ni2P2Sr1,POSCAR_sg71_icsd_085406
7575,Cl6Ir2Se9,POSCAR_sg88_icsd_427395
7576,C2Si2Tb3,POSCAR_sg57_icsd_051298
7577,C5H6Cl4N2O1P2,POSCAR_sg14_icsd_163118
7578,C1H4Ag1Cl1N2S1,POSCAR_sg61_icsd_167547
7579,Ni1P3Si2,POSCAR_sg44_icsd_079376
7580,C4H8N2O4,POSCAR_sg12_icsd_172054
7581,C4H8N2O4,POSCAR_sg12_icsd_172053
7582,F1Na2O3P1,POSCAR_sg19_icsd_002100
7583,C2H8Br2N4S2Se1,POSCAR_sg14_icsd_037144
7584,Pd4Te1,POSCAR_sg216_icsd_648990
7585,Ba2Mn2O9Si2,POSCAR_sg61_icsd_409460
7586,Cl10Cs3O1Re2,POSCAR_sg139_icsd_000031
7587,O4Os1,POSCAR_sg5_icsd_024672
7588,Hf1N1O3Ta1,POSCAR_sg31_icsd_186408
7589,Hf1N1O3Ta1,POSCAR_sg25_icsd_186407
7590,Ni1O10P2V2,POSCAR_sg14_icsd_246367
7591,H1F7I1N1O1,POSCAR_sg2_icsd_071582
7592,H8B2Ca1O8,POSCAR_sg2_icsd_034078
7593,Ge8Mn2Nb9,POSCAR_sg62_icsd_090770
7594,C6H14F2Mo1N2O4,POSCAR_sg15_icsd_260767
7595,F12Ir1Sb1Xe1,POSCAR_sg9_icsd_424641
7596,Ce4O4S3,POSCAR_sg55_icsd_002578
7597,Ce4O4S3,POSCAR_sg55_icsd_002217
7598,H4Cl1N1O2,POSCAR_sg113_icsd_059921
7599,H4Cl1N1O2,POSCAR_sg113_icsd_026511
7600,K1O15Pb2Ta5,POSCAR_sg127_icsd_074323
7601,Ba2Ir3O9,POSCAR_sg197_icsd_054725
7602,H4Mg1N2,POSCAR_sg142_icsd_016222
7603,Na2O8Pd1Se2,POSCAR_sg2_icsd_249506
7604,Cs2S7Sb4,POSCAR_sg14_icsd_002193
7605,Au2P2Tl1,POSCAR_sg63_icsd_412225
7606,Ge1Li1Te2,POSCAR_sg2_icsd_035676
7607,Mn1O3Tl1,POSCAR_sg2_icsd_238251
7608,H2Mn6O17P4,POSCAR_sg9_icsd_412152
7609,Nd2O2Sb1,POSCAR_sg59_icsd_262307
7610,Cs4P5Se17Th2,POSCAR_sg14_icsd_280220
7611,H1F7Na3Nb1O2,POSCAR_sg60_icsd_024399
7612,O9Ti3V2,POSCAR_sg15_icsd_108830
7613,Fe1N2Sr2,POSCAR_sg2_icsd_072390
7614,C2H2K3O10V1,POSCAR_sg14_icsd_109864
7615,Ba1Ca1Cr1F7,POSCAR_sg13_icsd_047181
7616,Ge9Li4O20,POSCAR_sg5_icsd_034361
7617,C13Co2O13Ru2,POSCAR_sg14_icsd_049693
7618,Li2O7P2Pd1,POSCAR_sg74_icsd_072741
7619,Li6O7Tb2,POSCAR_sg14_icsd_060769
7620,C1Ba1Cl1N1S1,POSCAR_sg11_icsd_094400
7621,Li4O4Pb1,POSCAR_sg63_icsd_038350
7622,Li1Sn1,POSCAR_sg10_icsd_104782
7623,B2Na3Nd1O6,POSCAR_sg14_icsd_024419
7624,Ir1K4O4,POSCAR_sg12_icsd_047223
7625,Bi1Cl1Cu3O8Te2,POSCAR_sg62_icsd_414411
7626,K2O8Pb1S2,POSCAR_sg166_icsd_029335
7627,C32H96Cl4O64P12Th2,POSCAR_sg14_icsd_186840
7628,C4H16Cl6N2Pt1,POSCAR_sg71_icsd_110438
7629,Cd3O5Si1,POSCAR_sg129_icsd_023170
7630,C14H38Cl1In1Si4,POSCAR_sg2_icsd_163066
7631,B2F9O6Tm5,POSCAR_sg15_icsd_421889
7632,In1O9P3,POSCAR_sg9_icsd_039710
7633,B1I12Zr6,POSCAR_sg148_icsd_202103
7634,S1Zr2,POSCAR_sg58_icsd_651471
7635,Ba1Cs4Se27Ti6,POSCAR_sg146_icsd_280562
7636,C15Fe5O15S4,POSCAR_sg62_icsd_165291
7637,Cu2S4Sn1Zn1,POSCAR_sg82_icsd_262388
7638,F1Na1Nb6O15,POSCAR_sg38_icsd_024109
7639,C1Cu1F1K1O3,POSCAR_sg26_icsd_075401
7640,H6K3Np1O8,POSCAR_sg14_icsd_161584
7641,C3H7N3O5,POSCAR_sg15_icsd_080262
7642,Bi7Cu3Pb3S15,POSCAR_sg62_icsd_200113
7643,Ru2Sn3,POSCAR_sg116_icsd_650682
7644,Cr1O13P2Pb5,POSCAR_sg62_icsd_162757
7645,H2Cr1F8Na2,POSCAR_sg12_icsd_418677
7646,H5F2N1,POSCAR_sg53_icsd_250324
7647,H5F2N1,POSCAR_sg53_icsd_014140
7648,Bi1Te1,POSCAR_sg164_icsd_030525
7649,Cl4Hg1K2,POSCAR_sg62_icsd_038109
7650,K2O19Si8Zn2,POSCAR_sg5_icsd_068904
7651,As2Cd1Hg4I4,POSCAR_sg4_icsd_416973
7652,Bi5Nb3O15,POSCAR_sg30_icsd_245707
7653,P1S6Ta1,POSCAR_sg142_icsd_023284
7654,Al4Li9,POSCAR_sg12_icsd_057953
7655,C30H80Ag2B20Cl4N2O6P4,POSCAR_sg14_icsd_248705
7656,Al2Na1O12P3Rb2,POSCAR_sg14_icsd_092840
7657,Br2Yb1,POSCAR_sg58_icsd_056780
7658,C8H16Ca1K2O24Zr1,POSCAR_sg82_icsd_245276
7659,C18H17N3O1Se1,POSCAR_sg33_icsd_163645
7660,Eu3F2K9O32Si12,POSCAR_sg2_icsd_249730
7661,C10H8Co2K8N12O12,POSCAR_sg14_icsd_006091
7662,Cs9Fe2S7,POSCAR_sg198_icsd_603320
7663,O144Si72,POSCAR_sg74_icsd_249037
7664,O144Si72,POSCAR_sg191_icsd_165688
7665,O144Si72,POSCAR_sg47_icsd_153334
7666,O144Si72,POSCAR_sg69_icsd_099040
7667,B3F6Na3O3,POSCAR_sg15_icsd_424505
7668,C3H2Cs1Cu2N3O1,POSCAR_sg61_icsd_281776
7669,H2B1Li3O17P4V2,POSCAR_sg14_icsd_710026
7670,F2Pd1,POSCAR_sg198_icsd_100568
7671,K2O6P1Sb1,POSCAR_sg62_icsd_201788
7672,Ag1Bi6S9,POSCAR_sg12_icsd_069456
7673,C2H4Cl1Cu1N2S2,POSCAR_sg61_icsd_031340
7674,Nb6Rb12Se35,POSCAR_sg60_icsd_051094
7675,I6Rb4Tm1,POSCAR_sg167_icsd_085846
7676,Br8Ga2Sb8,POSCAR_sg33_icsd_415089
7677,Co3Cs2S4,POSCAR_sg72_icsd_622531
7678,Ag1Ba4In1S6,POSCAR_sg14_icsd_426442
7679,C6H24Fe1I9N12O6,POSCAR_sg169_icsd_165071
7680,Cl1F8Ta1,POSCAR_sg54_icsd_039502
7681,Cs2O9Te4,POSCAR_sg122_icsd_059167
7682,Ba17O57Pt4Yb16Zn8,POSCAR_sg87_icsd_401980
7683,Cu2Gd1O8Ru1Sr2,POSCAR_sg123_icsd_095572
7684,Cu2Gd1O8Ru1Sr2,POSCAR_sg55_icsd_245741
7685,Cu2Gd1O8Ru1Sr2,POSCAR_sg123_icsd_155651
7686,Ba1O2,POSCAR_sg65_icsd_180398
7687,Ag3F14Hf2,POSCAR_sg12_icsd_065178
7688,Cs1Nb3O15P3,POSCAR_sg58_icsd_069188
7689,Ba2O9P2V1,POSCAR_sg15_icsd_056849
7690,Ba2O9P2V1,POSCAR_sg5_icsd_405256
7691,B12Na2Ni2O21,POSCAR_sg15_icsd_414114
7692,C6H16Co1N6O8,POSCAR_sg14_icsd_168394
7693,Al2Cl8Eu1,POSCAR_sg13_icsd_056733
7694,O11Ti6,POSCAR_sg2_icsd_009039
7695,O11Ti6,POSCAR_sg12_icsd_090958
7696,H6Na3Np1O8,POSCAR_sg14_icsd_240942
7697,Cu1O5Sr2Tl1,POSCAR_sg47_icsd_086427
7698,C2H2Ca1O4,POSCAR_sg96_icsd_249197
7699,C2H6Cd1I2N2O2,POSCAR_sg2_icsd_192774
7700,Ba1Cr4S7,POSCAR_sg14_icsd_418254
7701,C8H48N24O24Pt1W6,POSCAR_sg148_icsd_281302
7702,C4H4Br2N4Na2O2Pt1,POSCAR_sg62_icsd_000835
7703,C9H30Cl9P3Sb2,POSCAR_sg33_icsd_173594
7704,Li10O10Pb1Si2,POSCAR_sg12_icsd_078326
7705,Ba2F10Mg3,POSCAR_sg12_icsd_050228
7706,C2H15As1N6O5,POSCAR_sg114_icsd_154027
7707,C24H72Fe4N4S4Si8,POSCAR_sg14_icsd_248217
7708,Li1O2V1,POSCAR_sg227_icsd_024373
7709,C12Fe1O12Ru2,POSCAR_sg41_icsd_089051
7710,Cd2Na4O10Si3,POSCAR_sg15_icsd_028200
7711,Bi1Li5O5,POSCAR_sg8_icsd_203031
7712,Ba2Ge4Pd5,POSCAR_sg64_icsd_186936
7713,Cu2Fe1S2,POSCAR_sg216_icsd_171908
7714,As1F8Sb1,POSCAR_sg11_icsd_009920
7715,C12F12Mn2O8P2S1,POSCAR_sg33_icsd_411158
7716,F4K1Sc1,POSCAR_sg12_icsd_072736
7717,C68F20O1,POSCAR_sg2_icsd_249217
7718,H19B12K1Mg2O30,POSCAR_sg15_icsd_034008
7719,Cl8Os2S6Se2,POSCAR_sg4_icsd_423448
7720,C84Cl26,POSCAR_sg2_icsd_195582
7721,Ge9O33Pb15,POSCAR_sg143_icsd_248064
7722,F3Na2O4S1Sb1,POSCAR_sg64_icsd_200960
7723,C4H12Br1N1O1S2,POSCAR_sg62_icsd_407036
7724,H16B12O16Rb2,POSCAR_sg64_icsd_181873
7725,Cs2O18P6Zn2,POSCAR_sg198_icsd_250115
7726,Ag4Bi2O5,POSCAR_sg52_icsd_078968
7727,Ir1Li2Mg1,POSCAR_sg215_icsd_180119
7728,C12H36Ge1Sn4,POSCAR_sg2_icsd_240943
7729,H1Al2B1Ca2Fe1O16Si4,POSCAR_sg2_icsd_004343
7730,Nd1Te3,POSCAR_sg40_icsd_170558
7731,H20N5O16Pr1S4,POSCAR_sg15_icsd_056867
7732,H20N5O16Pr1S4,POSCAR_sg9_icsd_201415
7733,C6H18Ga2I6O2P2,POSCAR_sg96_icsd_173261
7734,As6Bi5K3O24,POSCAR_sg15_icsd_162458
7735,Cl12Mo1Se2,POSCAR_sg43_icsd_404535
7736,O7Re2,POSCAR_sg19_icsd_015217
7737,Be1Se1,POSCAR_sg194_icsd_192057
7738,C42H42Cu4Fe8N2O24,POSCAR_sg14_icsd_169327
7739,O9P3Yb1,POSCAR_sg14_icsd_002132
7740,Cl1O32Rb7U8V2,POSCAR_sg62_icsd_096447
7741,Dy5Sn11,POSCAR_sg71_icsd_160541
7742,Cd1Er2S4,POSCAR_sg227_icsd_619830
7743,Ca1Na4Sn6,POSCAR_sg194_icsd_172208
7744,H4Ni2O10P2Sr1,POSCAR_sg12_icsd_261127
7745,O52P8W12,POSCAR_sg62_icsd_024832
7746,C14H1Fe5N1O14,POSCAR_sg14_icsd_201067
7747,Ge6Ho2Ni1,POSCAR_sg38_icsd_157622
7748,C4H24Cl2N8Ni1O8S4,POSCAR_sg2_icsd_240212
7749,C18H3N1Ni1O15Ru5,POSCAR_sg33_icsd_237532
7750,B6K1,POSCAR_sg221_icsd_098988
7751,As2Ba1Pd2,POSCAR_sg139_icsd_036377
7752,As3Br1O6Pb2,POSCAR_sg11_icsd_190860
7753,Ca10Ge3Pt7,POSCAR_sg193_icsd_424521
7754,Ge3Li2Sm2,POSCAR_sg63_icsd_262438
7755,Bi2K6O21P6,POSCAR_sg1_icsd_151965
7756,K4Te9Ti3,POSCAR_sg14_icsd_391207
7757,Ba2Cr2Cs1F11,POSCAR_sg139_icsd_167093
7758,H2Cu1O4Si1,POSCAR_sg148_icsd_200761
7759,Cu2Ge1S4Sr1,POSCAR_sg145_icsd_010005
7760,B12Li2O23Sr4,POSCAR_sg14_icsd_424308
7761,O3P4S6,POSCAR_sg11_icsd_086494
7762,Ag1N2Na1O4,POSCAR_sg70_icsd_062570
7763,Ag1N2Na1O4,POSCAR_sg22_icsd_020926
7764,C3H8N4O4,POSCAR_sg14_icsd_109644
7765,O9Ti4Tl2,POSCAR_sg12_icsd_009239
7766,La6O5S8Ti2,POSCAR_sg11_icsd_079367
7767,H36Cs6Na2Nb6O37,POSCAR_sg148_icsd_391367
7768,Al5Ge8Yb7,POSCAR_sg12_icsd_076360
7769,H2Na3Np1O6,POSCAR_sg43_icsd_240898
7770,Ca2I1N1,POSCAR_sg194_icsd_153107
7771,Co3Cs2N24,POSCAR_sg14_icsd_065208
7772,H10N3O2P1S1,POSCAR_sg2_icsd_026172
7773,Ge1Rh3Sm2,POSCAR_sg166_icsd_054771
7774,Cr1Cs1I3,POSCAR_sg186_icsd_008105
7775,Cr1Cs1I3,POSCAR_sg60_icsd_023383
7776,Ag1Fe2S3,POSCAR_sg64_icsd_068347
7777,Au1Li1S1,POSCAR_sg15_icsd_165259
7778,Au1Li1S1,POSCAR_sg70_icsd_280534
7779,C10H12Mn2N11Na2O6Rb4,POSCAR_sg64_icsd_410749
7780,Cs22In6O16Si4,POSCAR_sg14_icsd_422639
7781,C6H26Cu2N12O5S7,POSCAR_sg2_icsd_280414
7782,Cu4La1P3,POSCAR_sg129_icsd_428492
7783,C4N4Pt1Rb2,POSCAR_sg74_icsd_171492
7784,H6Cl3La1O9,POSCAR_sg190_icsd_029439
7785,In1S2Tl1,POSCAR_sg187_icsd_640393
7786,In1S2Tl1,POSCAR_sg187_icsd_654688
7787,H6F13Mn5Na7O15P3,POSCAR_sg165_icsd_380157
7788,H8N3O1P1S1,POSCAR_sg4_icsd_025702
7789,Mo15Rb3Se17,POSCAR_sg176_icsd_065109
7790,C3Mg2,POSCAR_sg58_icsd_071941
